 Loading config:../cfg/test1.csv                                                                
 Reading configuration from file '../cfg/test1.csv                                                                '
 NPTS=        1800
 RANDOMSEED=   0.0000000000000000     
 Read           0  events from ../cfg/test1.csv                                                                .
 TEINIT> Init...
 Random number generation: seed=   0.0000000000000000     
 SETPOINT 10 CHANGE:    86.61784-->    86.65968
 SETPOINT  9 CHANGE:   239.16569-->   239.17408
 SETPOINT  4 CHANGE:    11.82554-->    11.82434
 SETPOINT 10 CHANGE:    86.65968-->    86.70759
 SETPOINT  9 CHANGE:   239.17408-->   239.18258
 SETPOINT  4 CHANGE:    11.82434-->    11.82315
 SETPOINT 10 CHANGE:    86.70759-->    86.76105
 SETPOINT  9 CHANGE:   239.18258-->   239.19118
 SETPOINT  4 CHANGE:    11.82315-->    11.82199
 SETPOINT 10 CHANGE:    86.76105-->    86.81941
 SETPOINT  9 CHANGE:   239.19118-->   239.19989
 SETPOINT  4 CHANGE:    11.82199-->    11.82085
 SETPOINT 10 CHANGE:    86.81941-->    86.88194
 SETPOINT  9 CHANGE:   239.19989-->   239.20870
 SETPOINT  4 CHANGE:    11.82085-->    11.81973
 SETPOINT 10 CHANGE:    86.88194-->    86.94780
 SETPOINT  9 CHANGE:   239.20870-->   239.21762
 SETPOINT  4 CHANGE:    11.81973-->    11.81863
 SETPOINT 10 CHANGE:    86.94780-->    87.01608
 SETPOINT  9 CHANGE:   239.21762-->   239.22665
 SETPOINT  4 CHANGE:    11.81863-->    11.81754
 SETPOINT 10 CHANGE:    87.01608-->    87.08585
 SETPOINT  9 CHANGE:   239.22665-->   239.23578
 SETPOINT  4 CHANGE:    11.81754-->    11.81647
 SETPOINT 10 CHANGE:    87.08585-->    87.15612
 SETPOINT  9 CHANGE:   239.23578-->   239.24502
 SETPOINT  4 CHANGE:    11.81647-->    11.81540
 SETPOINT 10 CHANGE:    87.15612-->    87.22594
 SETPOINT  3 CHANGE:     0.47767-->     0.44847
 SETPOINT  1 CHANGE:  4076.07179-->  4207.26407
 SETPOINT  2 CHANGE:  4950.19833-->  4988.79329
 SETPOINT  6 CHANGE:     0.21774-->     0.10938
 SETPOINT  9 CHANGE:   239.24502-->   239.25436
 SETPOINT  4 CHANGE:    11.81540-->    11.81434
 SETPOINT 10 CHANGE:    87.22594-->    87.29435
 SETPOINT  9 CHANGE:   239.25436-->   239.26381
 SETPOINT  4 CHANGE:    11.81434-->    11.81329
 SETPOINT 10 CHANGE:    87.29435-->    87.36045
 SETPOINT  9 CHANGE:   239.26381-->   239.27337
 SETPOINT  4 CHANGE:    11.81329-->    11.81220
 SETPOINT 10 CHANGE:    87.36045-->    87.42090
 SETPOINT  9 CHANGE:   239.27337-->   239.28303
 SETPOINT  4 CHANGE:    11.81220-->    11.81108
 SETPOINT 10 CHANGE:    87.42090-->    87.47340
 SETPOINT  9 CHANGE:   239.28303-->   239.29279
 SETPOINT  4 CHANGE:    11.81108-->    11.80995
 SETPOINT 10 CHANGE:    87.47340-->    87.51845
 SETPOINT  9 CHANGE:   239.29279-->   239.30266
 SETPOINT  4 CHANGE:    11.80995-->    11.80880
 SETPOINT 10 CHANGE:    87.51845-->    87.55558
 SETPOINT  9 CHANGE:   239.30266-->   239.31263
 SETPOINT  4 CHANGE:    11.80880-->    11.80762
 SETPOINT 10 CHANGE:    87.55558-->    87.58390
 SETPOINT  9 CHANGE:   239.31263-->   239.32270
 SETPOINT  4 CHANGE:    11.80762-->    11.80643
 SETPOINT 10 CHANGE:    87.58390-->    87.60298
 SETPOINT  9 CHANGE:   239.32270-->   239.33288
 SETPOINT  4 CHANGE:    11.80643-->    11.80521
 SETPOINT 10 CHANGE:    87.60298-->    87.61291
 SETPOINT  9 CHANGE:   239.33288-->   239.34316
 SETPOINT  4 CHANGE:    11.80521-->    11.80398
 SETPOINT 10 CHANGE:    87.61291-->    87.61399
 SETPOINT  9 CHANGE:   239.34316-->   239.35354
 SETPOINT  4 CHANGE:    11.80398-->    11.80273
 SETPOINT 10 CHANGE:    87.61399-->    87.60670
 SETPOINT  9 CHANGE:   239.35354-->   239.36402
 SETPOINT  4 CHANGE:    11.80273-->    11.80146
 SETPOINT 10 CHANGE:    87.60670-->    87.59172
 SETPOINT  9 CHANGE:   239.36402-->   239.37461
 SETPOINT  4 CHANGE:    11.80146-->    11.80018
 SETPOINT 10 CHANGE:    87.59172-->    87.56983
 SETPOINT  9 CHANGE:   239.37461-->   239.38530
 SETPOINT  4 CHANGE:    11.80018-->    11.79890
 SETPOINT 10 CHANGE:    87.56983-->    87.54201
 SETPOINT  9 CHANGE:   239.38530-->   239.39609
 SETPOINT  4 CHANGE:    11.79890-->    11.79760
 SETPOINT 10 CHANGE:    87.54201-->    87.50933
 SETPOINT  9 CHANGE:   239.39609-->   239.40699
 SETPOINT  4 CHANGE:    11.79760-->    11.79631
 SETPOINT 10 CHANGE:    87.50933-->    87.47297
 SETPOINT  9 CHANGE:   239.40699-->   239.41798
 SETPOINT  4 CHANGE:    11.79631-->    11.79501
 SETPOINT 10 CHANGE:    87.47297-->    87.43417
 SETPOINT  9 CHANGE:   239.41798-->   239.42908
 SETPOINT  4 CHANGE:    11.79501-->    11.79371
 SETPOINT 10 CHANGE:    87.43417-->    87.39422
 SETPOINT  9 CHANGE:   239.42908-->   239.44027
 SETPOINT  4 CHANGE:    11.79371-->    11.79242
 SETPOINT 10 CHANGE:    87.39422-->    87.35441
 SETPOINT  9 CHANGE:   239.44027-->   239.45157
 SETPOINT  4 CHANGE:    11.79242-->    11.79115
 SETPOINT 10 CHANGE:    87.35441-->    87.31603
 SETPOINT  9 CHANGE:   239.45157-->   239.46297
 SETPOINT  4 CHANGE:    11.79115-->    11.78988
 SETPOINT 10 CHANGE:    87.31603-->    87.28029
 SETPOINT  9 CHANGE:   239.46297-->   239.47446
 SETPOINT  4 CHANGE:    11.78988-->    11.78863
 SETPOINT 10 CHANGE:    87.28029-->    87.24834
 SETPOINT  9 CHANGE:   239.47446-->   239.48606
 SETPOINT  4 CHANGE:    11.78863-->    11.78740
 SETPOINT 10 CHANGE:    87.24834-->    87.22123
 SETPOINT  9 CHANGE:   239.48606-->   239.49775
 SETPOINT  4 CHANGE:    11.78740-->    11.78618
 SETPOINT 10 CHANGE:    87.22123-->    87.19986
 SETPOINT  9 CHANGE:   239.49775-->   239.50955
 SETPOINT  4 CHANGE:    11.78618-->    11.78499
 SETPOINT 10 CHANGE:    87.19986-->    87.18501
 SETPOINT  9 CHANGE:   239.50955-->   239.52144
 SETPOINT  4 CHANGE:    11.78499-->    11.78382
 SETPOINT 10 CHANGE:    87.18501-->    87.17727
 SETPOINT  9 CHANGE:   239.52144-->   239.53343
 SETPOINT  4 CHANGE:    11.78382-->    11.78267
 SETPOINT 10 CHANGE:    87.17727-->    87.17709
 SETPOINT  9 CHANGE:   239.53343-->   239.54552
 SETPOINT  4 CHANGE:    11.78267-->    11.78155
 SETPOINT 10 CHANGE:    87.17709-->    87.18471
 SETPOINT  9 CHANGE:   239.54552-->   239.55770
 SETPOINT  4 CHANGE:    11.78155-->    11.78045
 SETPOINT 10 CHANGE:    87.18471-->    87.20018
 SETPOINT  9 CHANGE:   239.55770-->   239.56998
 SETPOINT  4 CHANGE:    11.78045-->    11.77938
 SETPOINT 10 CHANGE:    87.20018-->    87.22340
 SETPOINT  9 CHANGE:   239.56998-->   239.58236
 SETPOINT  4 CHANGE:    11.77938-->    11.77832
 SETPOINT 10 CHANGE:    87.22340-->    87.25406
 SETPOINT  9 CHANGE:   239.58236-->   239.59483
 SETPOINT  4 CHANGE:    11.77832-->    11.77729
 SETPOINT 10 CHANGE:    87.25406-->    87.29170
 SETPOINT  9 CHANGE:   239.59483-->   239.60740
 SETPOINT  4 CHANGE:    11.77729-->    11.77627
 SETPOINT 10 CHANGE:    87.29170-->    87.33569
 SETPOINT  9 CHANGE:   239.60740-->   239.62007
 SETPOINT  4 CHANGE:    11.77627-->    11.77528
 SETPOINT 10 CHANGE:    87.33569-->    87.38527
 SETPOINT  9 CHANGE:   239.62007-->   239.63283
 SETPOINT  4 CHANGE:    11.77528-->    11.77429
 SETPOINT 10 CHANGE:    87.38527-->    87.43956
 SETPOINT  9 CHANGE:   239.63283-->   239.64569
 SETPOINT  4 CHANGE:    11.77429-->    11.77332
 SETPOINT 10 CHANGE:    87.43956-->    87.49759
 SETPOINT  9 CHANGE:   239.64569-->   239.65864
 SETPOINT  4 CHANGE:    11.77332-->    11.77235
 SETPOINT 10 CHANGE:    87.49759-->    87.55830
 SETPOINT  9 CHANGE:   239.65864-->   239.67168
 SETPOINT  4 CHANGE:    11.77235-->    11.77140
 SETPOINT 10 CHANGE:    87.55830-->    87.62058
 SETPOINT  9 CHANGE:   239.67168-->   239.68482
 SETPOINT  4 CHANGE:    11.77140-->    11.77044
 SETPOINT 10 CHANGE:    87.62058-->    87.68333
 SETPOINT  9 CHANGE:   239.68482-->   239.69805
 SETPOINT  4 CHANGE:    11.77044-->    11.76949
 SETPOINT 10 CHANGE:    87.68333-->    87.74542
 SETPOINT  9 CHANGE:   239.69805-->   239.71137
 SETPOINT  4 CHANGE:    11.76949-->    11.76853
 SETPOINT 10 CHANGE:    87.74542-->    87.80577
 SETPOINT  9 CHANGE:   239.71137-->   239.72479
 SETPOINT  4 CHANGE:    11.76853-->    11.76757
 SETPOINT 10 CHANGE:    87.80577-->    87.86334
 SETPOINT  9 CHANGE:   239.72479-->   239.73829
 SETPOINT  4 CHANGE:    11.76757-->    11.76660
 SETPOINT 10 CHANGE:    87.86334-->    87.91717
 SETPOINT  9 CHANGE:   239.73829-->   239.75189
 SETPOINT  4 CHANGE:    11.76660-->    11.76562
 SETPOINT 10 CHANGE:    87.91717-->    87.96642
 SETPOINT  9 CHANGE:   239.75189-->   239.76558
 SETPOINT  4 CHANGE:    11.76562-->    11.76463
 SETPOINT 10 CHANGE:    87.96642-->    88.01033
 SETPOINT  9 CHANGE:   239.76558-->   239.77936
 SETPOINT  4 CHANGE:    11.76463-->    11.76363
 SETPOINT 10 CHANGE:    88.01033-->    88.04829
 SETPOINT  9 CHANGE:   239.77936-->   239.79323
 SETPOINT  4 CHANGE:    11.76363-->    11.76262
 SETPOINT 10 CHANGE:    88.04829-->    88.07985
 SETPOINT  9 CHANGE:   239.79323-->   239.80719
 SETPOINT  4 CHANGE:    11.76262-->    11.76160
 SETPOINT 10 CHANGE:    88.07985-->    88.10468
 SETPOINT  9 CHANGE:   239.80719-->   239.82124
 SETPOINT  4 CHANGE:    11.76160-->    11.76056
 SETPOINT 10 CHANGE:    88.10468-->    88.12264
 SETPOINT  9 CHANGE:   239.82124-->   239.83538
 SETPOINT  4 CHANGE:    11.76056-->    11.75950
 SETPOINT 10 CHANGE:    88.12264-->    88.13373
 SETPOINT  9 CHANGE:   239.83538-->   239.84960
 SETPOINT  4 CHANGE:    11.75950-->    11.75844
 SETPOINT 10 CHANGE:    88.13373-->    88.13810
 SETPOINT  9 CHANGE:   239.84960-->   239.86391
 SETPOINT  4 CHANGE:    11.75844-->    11.75736
 SETPOINT 10 CHANGE:    88.13810-->    88.13608
 SETPOINT  9 CHANGE:   239.86391-->   239.87831
 SETPOINT  4 CHANGE:    11.75736-->    11.75627
 SETPOINT 10 CHANGE:    88.13608-->    88.12812
 SETPOINT  9 CHANGE:   239.87831-->   239.89279
 SETPOINT  4 CHANGE:    11.75627-->    11.75518
 SETPOINT 10 CHANGE:    88.12812-->    88.11479
 SETPOINT  9 CHANGE:   239.89279-->   239.90736
 SETPOINT  4 CHANGE:    11.75518-->    11.75407
 SETPOINT 10 CHANGE:    88.11479-->    88.09680
 SETPOINT  9 CHANGE:   239.90736-->   239.92201
 SETPOINT  4 CHANGE:    11.75407-->    11.75297
 SETPOINT 10 CHANGE:    88.09680-->    88.07493
 SETPOINT  9 CHANGE:   239.92201-->   239.93675
 SETPOINT  4 CHANGE:    11.75297-->    11.75186
 SETPOINT 10 CHANGE:    88.07493-->    88.05007
 SETPOINT  9 CHANGE:   239.93675-->   239.95156
 SETPOINT  4 CHANGE:    11.75186-->    11.75075
 SETPOINT 10 CHANGE:    88.05007-->    88.02313
 SETPOINT  9 CHANGE:   239.95156-->   239.96646
 SETPOINT  4 CHANGE:    11.75075-->    11.74964
 SETPOINT 10 CHANGE:    88.02313-->    87.99507
 SETPOINT  9 CHANGE:   239.96646-->   239.98145
 SETPOINT  4 CHANGE:    11.74964-->    11.74853
 SETPOINT 10 CHANGE:    87.99507-->    87.96685
 SETPOINT  9 CHANGE:   239.98145-->   239.99651
 SETPOINT  4 CHANGE:    11.74853-->    11.74744
 SETPOINT 10 CHANGE:    87.96685-->    87.93944
 SETPOINT  9 CHANGE:   239.99651-->   240.01165
 SETPOINT  4 CHANGE:    11.74744-->    11.74635
 SETPOINT 10 CHANGE:    87.93944-->    87.91375
 SETPOINT  9 CHANGE:   240.01165-->   240.02687
 SETPOINT  4 CHANGE:    11.74635-->    11.74527
 SETPOINT 10 CHANGE:    87.91375-->    87.89064
 SETPOINT  9 CHANGE:   240.02687-->   240.04217
 SETPOINT  4 CHANGE:    11.74527-->    11.74421
 SETPOINT 10 CHANGE:    87.89064-->    87.87091
 SETPOINT  9 CHANGE:   240.04217-->   240.05755
 SETPOINT  4 CHANGE:    11.74421-->    11.74315
 SETPOINT 10 CHANGE:    87.87091-->    87.85525
 SETPOINT  9 CHANGE:   240.05755-->   240.07300
 SETPOINT  4 CHANGE:    11.74315-->    11.74212
 SETPOINT 10 CHANGE:    87.85525-->    87.84425
 SETPOINT  9 CHANGE:   240.07300-->   240.08853
 SETPOINT  4 CHANGE:    11.74212-->    11.74110
 SETPOINT 10 CHANGE:    87.84425-->    87.83839
 SETPOINT  9 CHANGE:   240.08853-->   240.10414
 SETPOINT  4 CHANGE:    11.74110-->    11.74009
 SETPOINT 10 CHANGE:    87.83839-->    87.83799
 SETPOINT  9 CHANGE:   240.10414-->   240.11982
 SETPOINT  4 CHANGE:    11.74009-->    11.73911
 SETPOINT 10 CHANGE:    87.83799-->    87.84329
 SETPOINT  9 CHANGE:   240.11982-->   240.13557
 SETPOINT  4 CHANGE:    11.73911-->    11.73813
 SETPOINT 10 CHANGE:    87.84329-->    87.85433
 SETPOINT  9 CHANGE:   240.13557-->   240.15140
 SETPOINT  4 CHANGE:    11.73813-->    11.73718
 SETPOINT 10 CHANGE:    87.85433-->    87.87106
 SETPOINT  9 CHANGE:   240.15140-->   240.16730
 SETPOINT  4 CHANGE:    11.73718-->    11.73624
 SETPOINT 10 CHANGE:    87.87106-->    87.89328
 SETPOINT  9 CHANGE:   240.16730-->   240.18327
 SETPOINT  4 CHANGE:    11.73624-->    11.73531
 SETPOINT 10 CHANGE:    87.89328-->    87.92066
 SETPOINT  9 CHANGE:   240.18327-->   240.19931
 SETPOINT  4 CHANGE:    11.73531-->    11.73440
 SETPOINT 10 CHANGE:    87.92066-->    87.95275
 SETPOINT  9 CHANGE:   240.19931-->   240.21543
 SETPOINT  4 CHANGE:    11.73440-->    11.73350
 SETPOINT 10 CHANGE:    87.95275-->    87.98902
 SETPOINT  9 CHANGE:   240.21543-->   240.23161
 SETPOINT  4 CHANGE:    11.73350-->    11.73261
 SETPOINT 10 CHANGE:    87.98902-->    88.02881
 SETPOINT  9 CHANGE:   240.23161-->   240.24786
 SETPOINT  4 CHANGE:    11.73261-->    11.73172
 SETPOINT 10 CHANGE:    88.02881-->    88.07141
 SETPOINT  9 CHANGE:   240.24786-->   240.26419
 SETPOINT  4 CHANGE:    11.73172-->    11.73084
 SETPOINT 10 CHANGE:    88.07141-->    88.11605
 SETPOINT  9 CHANGE:   240.26419-->   240.28057
 SETPOINT  4 CHANGE:    11.73084-->    11.72996
 SETPOINT 10 CHANGE:    88.11605-->    88.16192
 SETPOINT  9 CHANGE:   240.28057-->   240.29703
 SETPOINT  4 CHANGE:    11.72996-->    11.72909
 SETPOINT 10 CHANGE:    88.16192-->    88.20819
 SETPOINT  9 CHANGE:   240.29703-->   240.31355
 SETPOINT  4 CHANGE:    11.72909-->    11.72821
 SETPOINT 10 CHANGE:    88.20819-->    88.25403
 SETPOINT  9 CHANGE:   240.31355-->   240.33014
 SETPOINT  4 CHANGE:    11.72821-->    11.72733
 SETPOINT 10 CHANGE:    88.25403-->    88.29863
 SETPOINT  9 CHANGE:   240.33014-->   240.34679
 SETPOINT  4 CHANGE:    11.72733-->    11.72644
 SETPOINT 10 CHANGE:    88.29863-->    88.34120
 SETPOINT  9 CHANGE:   240.34679-->   240.36351
 SETPOINT  4 CHANGE:    11.72644-->    11.72555
 SETPOINT 10 CHANGE:    88.34120-->    88.38104
 SETPOINT  9 CHANGE:   240.36351-->   240.38029
 SETPOINT  4 CHANGE:    11.72555-->    11.72464
 SETPOINT 10 CHANGE:    88.38104-->    88.41749
 SETPOINT  9 CHANGE:   240.38029-->   240.39714
 SETPOINT  4 CHANGE:    11.72464-->    11.72373
 SETPOINT 10 CHANGE:    88.41749-->    88.45000
 SETPOINT  9 CHANGE:   240.39714-->   240.41404
 SETPOINT  4 CHANGE:    11.72373-->    11.72281
 SETPOINT 10 CHANGE:    88.45000-->    88.47809
 SETPOINT  9 CHANGE:   240.41404-->   240.43101
 SETPOINT  4 CHANGE:    11.72281-->    11.72187
 SETPOINT 10 CHANGE:    88.47809-->    88.50140
 SETPOINT  9 CHANGE:   240.43101-->   240.44804
 SETPOINT  4 CHANGE:    11.72187-->    11.72092
 SETPOINT 10 CHANGE:    88.50140-->    88.51968
 SETPOINT  9 CHANGE:   240.44804-->   240.46513
 SETPOINT  4 CHANGE:    11.72092-->    11.71996
 SETPOINT 10 CHANGE:    88.51968-->    88.53280
 SETPOINT  9 CHANGE:   240.46513-->   240.48227
 SETPOINT  4 CHANGE:    11.71996-->    11.71899
 SETPOINT 10 CHANGE:    88.53280-->    88.54075
 SETPOINT  9 CHANGE:   240.48227-->   240.49948
 SETPOINT  4 CHANGE:    11.71899-->    11.71800
 SETPOINT 10 CHANGE:    88.54075-->    88.54363
 SETPOINT  9 CHANGE:   240.49948-->   240.51674
 SETPOINT  4 CHANGE:    11.71800-->    11.71700
 SETPOINT 10 CHANGE:    88.54363-->    88.54166
 SETPOINT  9 CHANGE:   240.51674-->   240.53406
 SETPOINT  4 CHANGE:    11.71700-->    11.71600
 SETPOINT 10 CHANGE:    88.54166-->    88.53515
 SETPOINT  9 CHANGE:   240.53406-->   240.55144
 SETPOINT  4 CHANGE:    11.71600-->    11.71498
 SETPOINT 10 CHANGE:    88.53515-->    88.52453
 SETPOINT  9 CHANGE:   240.55144-->   240.56887
 SETPOINT  4 CHANGE:    11.71498-->    11.71395
 SETPOINT 10 CHANGE:    88.52453-->    88.51030
 SETPOINT  9 CHANGE:   240.56887-->   240.58636
 SETPOINT  4 CHANGE:    11.71395-->    11.71292
 SETPOINT 10 CHANGE:    88.51030-->    88.49304
 SETPOINT  9 CHANGE:   240.58636-->   240.60390
 SETPOINT  4 CHANGE:    11.71292-->    11.71188
 SETPOINT 10 CHANGE:    88.49304-->    88.47340
 SETPOINT  9 CHANGE:   240.60390-->   240.62149
 SETPOINT  4 CHANGE:    11.71188-->    11.71084
 SETPOINT 10 CHANGE:    88.47340-->    88.45204
 SETPOINT  9 CHANGE:   240.62149-->   240.63913
 SETPOINT  4 CHANGE:    11.71084-->    11.70980
 SETPOINT 10 CHANGE:    88.45204-->    88.42969
 SETPOINT  9 CHANGE:   240.63913-->   240.65683
 SETPOINT  4 CHANGE:    11.70980-->    11.70875
 SETPOINT 10 CHANGE:    88.42969-->    88.40705
 SETPOINT  9 CHANGE:   240.65683-->   240.67457
 SETPOINT  4 CHANGE:    11.70875-->    11.70771
 SETPOINT 10 CHANGE:    88.40705-->    88.38485
 SETPOINT  9 CHANGE:   240.67457-->   240.69237
 SETPOINT  4 CHANGE:    11.70771-->    11.70668
 SETPOINT 10 CHANGE:    88.38485-->    88.36376
 SETPOINT  9 CHANGE:   240.69237-->   240.71021
 SETPOINT  4 CHANGE:    11.70668-->    11.70564
 SETPOINT 10 CHANGE:    88.36376-->    88.34444
 SETPOINT  9 CHANGE:   240.71021-->   240.72810
 SETPOINT  4 CHANGE:    11.70564-->    11.70461
 SETPOINT 10 CHANGE:    88.34444-->    88.32749
 SETPOINT  9 CHANGE:   240.72810-->   240.74604
 SETPOINT  4 CHANGE:    11.70461-->    11.70359
 SETPOINT 10 CHANGE:    88.32749-->    88.31343
 SETPOINT  9 CHANGE:   240.74604-->   240.76403
 SETPOINT  4 CHANGE:    11.70359-->    11.70258
 SETPOINT 10 CHANGE:    88.31343-->    88.30272
 SETPOINT  9 CHANGE:   240.76403-->   240.78206
 SETPOINT  4 CHANGE:    11.70258-->    11.70158
 SETPOINT 10 CHANGE:    88.30272-->    88.29573
 SETPOINT  9 CHANGE:   240.78206-->   240.80013
 SETPOINT  4 CHANGE:    11.70158-->    11.70058
 SETPOINT 10 CHANGE:    88.29573-->    88.29272
 SETPOINT  9 CHANGE:   240.80013-->   240.81825
 SETPOINT  4 CHANGE:    11.70058-->    11.69959
 SETPOINT 10 CHANGE:    88.29272-->    88.29388
 SETPOINT  9 CHANGE:   240.81825-->   240.83641
 SETPOINT  4 CHANGE:    11.69959-->    11.69862
 SETPOINT 10 CHANGE:    88.29388-->    88.29926
 SETPOINT  9 CHANGE:   240.83641-->   240.85462
 SETPOINT  4 CHANGE:    11.69862-->    11.69765
 SETPOINT 10 CHANGE:    88.29926-->    88.30885
 SETPOINT  9 CHANGE:   240.85462-->   240.87287
 SETPOINT  4 CHANGE:    11.69765-->    11.69669
 SETPOINT 10 CHANGE:    88.30885-->    88.32251
 SETPOINT  9 CHANGE:   240.87287-->   240.89116
 SETPOINT  4 CHANGE:    11.69669-->    11.69573
 SETPOINT 10 CHANGE:    88.32251-->    88.34002
 SETPOINT  9 CHANGE:   240.89116-->   240.90949
 SETPOINT  4 CHANGE:    11.69573-->    11.69479
 SETPOINT 10 CHANGE:    88.34002-->    88.36107
 SETPOINT  9 CHANGE:   240.90949-->   240.92785
 SETPOINT  4 CHANGE:    11.69479-->    11.69384
 SETPOINT 10 CHANGE:    88.36107-->    88.38526
 SETPOINT  9 CHANGE:   240.92785-->   240.94626
 SETPOINT  4 CHANGE:    11.69384-->    11.69291
 SETPOINT 10 CHANGE:    88.38526-->    88.41214
 SETPOINT  9 CHANGE:   240.94626-->   240.96471
 SETPOINT  4 CHANGE:    11.69291-->    11.69197
 SETPOINT 10 CHANGE:    88.41214-->    88.44118
 SETPOINT  9 CHANGE:   240.96471-->   240.98319
 SETPOINT  4 CHANGE:    11.69197-->    11.69103
 SETPOINT 10 CHANGE:    88.44118-->    88.47182
 SETPOINT  9 CHANGE:   240.98319-->   241.00171
 SETPOINT  4 CHANGE:    11.69103-->    11.69010
 SETPOINT 10 CHANGE:    88.47182-->    88.50347
 SETPOINT  3 CHANGE:     0.44847-->     0.43482
 SETPOINT  1 CHANGE:  4207.26407-->  4245.19132
 SETPOINT  2 CHANGE:  4988.79329-->  5099.01529
 SETPOINT  6 CHANGE:     0.10938-->     0.06528
 SETPOINT 16 CHANGE:    65.73165-->    48.68645
 
 Simulation is done. 
